Date,City,Pollutant,count,variance,min,max
2024-04-07,Darwin,o3,70,23.47,1.3,7.5
2024-04-07,Darwin,pm10,48,126.91,6.0,25.0
2024-04-07,Darwin,so2,70,0.8,0.2,1.0
2024-04-07,Hobart,pm10,69,84.58,3.0,16.0
2024-04-07,Hobart,pm2.5,63,1281.75,5.0,53.0
2024-04-07,Launceston,pm10,158,265.6,1.0,29.0
2024-04-07,Melbourne,co,69,0.2,1.3,1.7
2024-04-07,Melbourne,no2,60,16.28,1.9,5.6
2024-04-07,Melbourne,pm10,91,144.01,3.0,19.0
2024-04-07,Melbourne,pm2.5,148,1372.92,2.0,54.0
2024-04-07,Melbourne,so2,3,0.0,0.2,0.2
2024-04-07,Newcastle,no2,106,232.51,1.0,21.3
2024-04-07,Newcastle,pm10,114,1168.45,1.0,62.0
2024-04-07,Newcastle,pm2.5,103,1505.59,1.0,68.0
2024-04-07,Newcastle,so2,64,275.93,1.5,31.5
2024-04-07,Perth,no2,12,265.95,1.2,16.7
2024-04-07,Perth,pm10,80,1426.1,3.0,61.0
2024-04-07,Sydney,co,6,3.23,1.2,2.3
2024-04-07,Sydney,no2,129,270.89,1.0,25.1
2024-04-07,Sydney,o3,126,967.67,0.8,33.6
2024-04-07,Sydney,pm10,141,509.18,1.0,39.0
2024-04-07,Sydney,pm2.5,135,777.91,1.0,41.0
2024-04-07,Sydney,so2,33,3.01,1.5,2.9
2024-04-07,Wollongong,co,7,3.46,1.2,2.3
2024-04-07,Wollongong,no2,44,177.11,1.9,22.3
2024-04-07,Wollongong,o3,45,1098.15,0.8,32.8
2024-04-07,Wollongong,pm10,23,1048.74,2.0,42.0
2024-04-07,Wollongong,pm2.5,22,1480.28,1.0,45.0
2024-04-07,Wollongong,so2,12,12.32,1.5,4.3
2024-04-08,Adelaide,co,24,513.7,1.2,22.1
2024-04-08,Adelaide,no2,88,75.87,0.5,13.3
2024-04-08,Adelaide,o3,71,53.13,0.5,9.4
2024-04-08,Adelaide,pm10,115,270.5,1.0,21.0
2024-04-08,Adelaide,pm2.5,76,725.35,3.0,38.0
2024-04-08,Brisbane,co,43,6.43,1.9,5.0
2024-04-08,Brisbane,no2,125,95.1,0.5,11.5
2024-04-08,Brisbane,o3,68,330.85,0.9,22.0
2024-04-08,Brisbane,so2,17,0.55,0.6,1.1
2024-04-08,Canberra,co,23,0.35,1.6,2.4
2024-04-08,Canberra,no2,12,35.75,0.5,6.0
2024-04-08,Canberra,o3,69,105.43,0.5,11.4
2024-04-08,Canberra,pm10,42,163.12,1.0,16.0
2024-04-08,Darwin,co,69,7.86,1.8,4.3
2024-04-08,Darwin,no2,69,8.74,0.2,6.1
2024-04-08,Darwin,o3,72,45.87,1.4,12.2
2024-04-08,Darwin,pm10,48,652.76,5.0,47.0
2024-04-08,Darwin,so2,69,0.88,0.2,1.3
2024-04-08,Hobart,pm10,70,165.34,1.0,21.0
2024-04-08,Hobart,pm2.5,57,1466.62,5.0,55.0
2024-04-08,Launceston,pm10,164,351.47,1.0,43.0
2024-04-08,Melbourne,co,69,1.81,0.9,2.3
2024-04-08,Melbourne,no2,66,141.57,3.8,14.9
2024-04-08,Melbourne,o3,69,190.37,1.6,16.8
2024-04-08,Melbourne,pm10,96,293.76,2.0,41.0
2024-04-08,Melbourne,pm2.5,153,1085.53,2.0,44.0
2024-04-08,Melbourne,so2,60,0.18,0.2,0.6
2024-04-08,Newcastle,no2,121,267.96,1.0,21.3
2024-04-08,Newcastle,pm10,128,775.71,2.0,46.0
2024-04-08,Perth,pm10,78,319.65,3.0,35.0
2024-04-08,Perth,pm2.5,74,655.55,2.0,50.0
2024-04-08,Sydney,co,21,6.22,1.2,3.4
2024-04-08,Sydney,no2,122,313.27,1.0,26.0
2024-04-08,Sydney,o3,104,503.93,0.8,22.4
2024-04-08,Sydney,pm10,143,208.77,1.0,29.0
2024-04-08,Sydney,pm2.5,141,555.59,2.0,39.0
2024-04-08,Sydney,so2,28,1.94,1.5,2.9
2024-04-08,Wollongong,co,13,3.26,1.2,2.3
2024-04-08,Wollongong,no2,40,248.44,1.0,17.6
2024-04-08,Wollongong,o3,45,319.83,2.4,20.0
2024-04-08,Wollongong,pm10,33,550.28,2.0,30.0
2024-04-08,Wollongong,pm2.5,25,400.83,1.0,23.0
2024-04-08,Wollongong,so2,4,87.77,1.5,8.6
2024-04-09,Adelaide,co,24,187.53,1.0,19.5
2024-04-09,Adelaide,no2,91,70.48,0.5,11.9
2024-04-09,Adelaide,o3,71,48.48,0.9,10.2
2024-04-09,Adelaide,pm10,120,168.26,2.0,24.0
2024-04-09,Adelaide,pm2.5,91,556.55,2.0,42.0
2024-04-09,Brisbane,co,43,2.77,2.0,4.3
2024-04-09,Brisbane,no2,134,73.52,1.0,15.1
2024-04-09,Brisbane,o3,67,157.69,0.9,15.1
2024-04-09,Brisbane,so2,14,0.55,0.6,1.1
2024-04-09,Canberra,co,26,6.19,0.1,2.6
2024-04-09,Canberra,no2,13,11.33,0.5,3.7
2024-04-09,Canberra,o3,67,26.04,0.5,8.6
2024-04-09,Canberra,pm10,41,139.69,1.0,14.0
2024-04-09,Darwin,co,70,7.72,2.0,4.6
2024-04-09,Darwin,no2,70,5.52,0.2,4.5
2024-04-09,Darwin,o3,72,66.9,2.0,12.5
2024-04-09,Darwin,so2,70,0.96,0.1,1.1
2024-04-09,Hobart,pm10,62,79.18,1.0,16.0
2024-04-09,Hobart,pm2.5,32,138.71,5.0,25.0
2024-04-09,Launceston,pm10,163,152.52,1.0,21.0
2024-04-09,Melbourne,co,69,0.75,0.6,1.5
2024-04-09,Melbourne,no2,69,225.69,1.9,16.7
2024-04-09,Melbourne,o3,69,307.78,0.8,17.6
2024-04-09,Melbourne,pm10,98,152.79,1.0,20.0
2024-04-09,Melbourne,pm2.5,146,1122.93,2.0,52.0
2024-04-09,Melbourne,so2,3,0.0,0.1,0.1
2024-04-09,Newcastle,no2,116,282.07,1.0,18.6
2024-04-09,Newcastle,pm10,135,974.18,1.0,57.0
2024-04-09,Newcastle,so2,63,307.8,1.5,25.8
2024-04-09,Perth,no2,10,10.89,1.2,3.4
2024-04-09,Perth,pm10,92,32.73,3.0,14.0
2024-04-09,Perth,pm2.5,81,33.71,2.0,12.0
2024-04-09,Sydney,co,24,12.63,1.2,4.5
2024-04-09,Sydney,no2,127,234.54,1.0,20.4
2024-04-09,Sydney,o3,102,355.62,0.8,20.8
2024-04-09,Sydney,pm10,141,343.77,1.0,32.0
2024-04-09,Sydney,pm2.5,134,1055.77,1.0,45.0
2024-04-09,Sydney,so2,23,1.63,1.5,2.9
2024-04-09,Wollongong,no2,40,120.57,1.0,14.9
2024-04-09,Wollongong,o3,44,231.6,0.8,17.6
2024-04-09,Wollongong,pm10,46,331.3,1.0,23.0
2024-04-09,Wollongong,pm2.5,37,1187.87,1.0,44.0
2024-04-10,Adelaide,co,23,52.45,0.6,11.4
2024-04-10,Adelaide,no2,88,61.08,0.5,11.9
2024-04-10,Adelaide,o3,71,32.05,2.9,9.4
2024-04-10,Adelaide,pm10,118,103.91,2.0,23.0
2024-04-10,Adelaide,pm2.5,69,285.67,2.0,26.0
2024-04-10,Brisbane,co,47,2.86,1.4,4.0
2024-04-10,Brisbane,no2,138,76.68,0.5,13.3
2024-04-10,Brisbane,o3,72,50.11,1.7,12.2
2024-04-10,Brisbane,so2,14,0.55,0.6,1.1
2024-04-10,Canberra,co,28,7.13,0.1,3.2
2024-04-10,Canberra,no2,17,31.59,0.5,6.9
2024-04-10,Canberra,o3,66,71.18,0.5,9.8
2024-04-10,Canberra,pm10,59,630.49,1.0,32.0
2024-04-10,Darwin,co,64,7.32,2.1,4.6
2024-04-10,Darwin,no2,64,4.18,0.2,3.9
2024-04-10,Darwin,o3,62,51.28,2.2,12.0
2024-04-10,Darwin,so2,64,0.87,0.1,1.0
2024-04-10,Hobart,pm10,52,159.89,1.0,25.0
2024-04-10,Launceston,pm10,163,244.33,1.0,28.0
2024-04-10,Melbourne,co,69,0.59,0.8,1.6
2024-04-10,Melbourne,no2,66,228.87,2.8,17.6
2024-04-10,Melbourne,o3,69,158.71,0.8,14.5
2024-04-10,Melbourne,pm10,98,174.64,5.0,22.0
2024-04-10,Melbourne,pm2.5,153,908.6,1.0,52.0
2024-04-10,Melbourne,so2,18,0.12,0.1,0.4
2024-04-10,Newcastle,no2,113,180.85,1.0,19.5
2024-04-10,Newcastle,pm10,137,430.29,2.0,33.0
2024-04-10,Newcastle,pm2.5,132,1436.01,2.0,60.0
2024-04-10,Newcastle,so2,73,531.23,1.5,34.3
2024-04-10,Perth,no2,17,175.0,1.2,16.7
2024-04-10,Perth,pm10,90,38.3,2.0,10.0
2024-04-10,Perth,pm2.5,74,20.64,2.0,8.0
2024-04-10,Sydney,co,8,3.24,1.2,2.3
2024-04-10,Sydney,no2,117,191.93,1.0,18.6
2024-04-10,Sydney,o3,136,279.94,0.8,20.8
2024-04-10,Sydney,pm10,144,228.43,2.0,27.0
2024-04-10,Sydney,pm2.5,132,954.94,1.0,57.0
2024-04-10,Sydney,so2,20,0.98,1.5,2.9
2024-04-10,Wollongong,co,3,0.0,1.2,1.2
2024-04-10,Wollongong,no2,35,154.06,1.0,13.0
2024-04-10,Wollongong,o3,44,304.53,1.6,20.0
2024-04-10,Wollongong,pm10,48,179.21,5.0,27.0
2024-04-10,Wollongong,pm2.5,38,1441.91,1.0,52.0
2024-04-11,Adelaide,co,24,55.8,1.0,9.7
2024-04-11,Adelaide,no2,80,63.33,0.5,11.5
2024-04-11,Adelaide,o3,71,19.06,2.9,8.2
2024-04-11,Adelaide,pm10,109,93.94,1.0,16.0
2024-04-11,Adelaide,pm2.5,81,530.97,1.0,44.0
2024-04-11,Adelaide,so2,3,0.0,0.6,0.6
2024-04-11,Brisbane,co,42,7.94,1.9,6.0
2024-04-11,Brisbane,no2,130,97.77,0.5,16.0
2024-04-11,Brisbane,o3,68,203.32,0.5,16.3
2024-04-11,Brisbane,so2,28,12.66,0.6,5.6
2024-04-11,Canberra,co,44,7.41,0.2,3.6
2024-04-11,Canberra,no2,27,49.46,0.5,7.4
2024-04-11,Canberra,o3,54,137.11,0.5,12.2
2024-04-11,Canberra,pm10,71,659.65,1.0,35.0
2024-04-11,Darwin,co,22,7.75,2.4,5.1
2024-04-11,Darwin,no2,22,19.53,0.3,5.4
2024-04-11,Darwin,o3,22,51.55,2.7,9.7
2024-04-11,Darwin,so2,22,0.61,0.1,0.7
2024-04-11,Hobart,pm10,57,124.33,1.0,21.0
2024-04-11,Hobart,pm2.5,47,184.13,5.0,21.0
2024-04-11,Launceston,pm10,156,250.13,1.0,37.0
2024-04-11,Melbourne,co,69,11.76,0.9,4.8
2024-04-11,Melbourne,no2,69,159.32,2.8,16.7
2024-04-11,Melbourne,o3,69,279.38,0.1,16.0
2024-04-11,Melbourne,pm10,98,204.76,3.0,28.0
2024-04-11,Melbourne,pm2.5,150,906.12,1.0,45.0
2024-04-11,Newcastle,no2,116,120.58,1.0,14.9
2024-04-11,Newcastle,pm10,129,561.94,1.0,33.0
2024-04-11,Newcastle,pm2.5,122,1221.96,1.0,54.0
2024-04-11,Newcastle,so2,56,380.76,1.5,32.9
2024-04-11,Perth,no2,13,14.43,1.2,4.5
2024-04-11,Perth,pm10,92,27.67,3.0,14.0
2024-04-11,Perth,pm2.5,78,28.05,2.0,9.0
2024-04-11,Sydney,co,19,2.76,1.2,2.3
2024-04-11,Sydney,no2,123,230.59,1.0,17.6
2024-04-11,Sydney,o3,123,401.19,0.8,19.2
2024-04-11,Sydney,pm10,143,231.37,2.0,24.0
2024-04-11,Sydney,pm2.5,137,486.69,4.0,37.0
2024-04-11,Sydney,so2,20,0.0,1.5,1.5
2024-04-11,Wollongong,co,10,6.59,2.3,4.5
2024-04-11,Wollongong,no2,41,179.09,1.0,13.9
2024-04-11,Wollongong,o3,46,306.91,1.6,18.4
2024-04-11,Wollongong,pm2.5,41,937.89,2.0,51.0
2024-04-11,Wollongong,so2,7,73.22,1.5,8.6
2024-04-12,Adelaide,co,24,58.02,1.6,9.8
2024-04-12,Adelaide,no2,90,49.0,0.5,9.6
2024-04-12,Adelaide,o3,70,54.07,0.5,8.6
2024-04-12,Adelaide,pm10,119,870.13,1.0,68.0
2024-04-12,Adelaide,pm2.5,87,915.96,1.0,63.0
2024-04-12,Adelaide,so2,3,0.0,0.6,0.6
2024-04-12,Brisbane,co,45,6.88,1.9,5.5
2024-04-12,Brisbane,no2,131,67.43,0.5,11.9
2024-04-12,Brisbane,o3,67,129.89,0.5,12.6
2024-04-12,Brisbane,so2,9,0.0,0.6,0.6
2024-04-12,Canberra,co,45,9.14,0.1,3.2
2024-04-12,Canberra,no2,26,63.66,0.5,8.3
2024-04-12,Canberra,o3,64,161.33,0.5,13.0
2024-04-12,Canberra,pm10,72,420.83,1.0,34.0
2024-04-12,Darwin,co,47,6.96,2.5,4.8
2024-04-12,Darwin,no2,47,5.94,0.3,3.7
2024-04-12,Darwin,o3,48,21.19,1.4,7.8
2024-04-12,Darwin,pm10,48,653.15,4.0,47.0
2024-04-12,Darwin,pm2.5,48,1019.57,2.0,52.0
2024-04-12,Darwin,so2,45,0.64,0.1,0.7
2024-04-12,Hobart,pm10,61,20.78,1.0,8.0
2024-04-12,Hobart,pm2.5,32,28.39,5.0,13.0
2024-04-12,Launceston,pm10,168,158.38,1.0,30.0
2024-04-12,Launceston,pm2.5,126,1368.01,5.0,65.0
2024-04-12,Melbourne,co,63,12.97,1.2,4.5
2024-04-12,Melbourne,no2,69,176.77,3.8,17.6
2024-04-12,Melbourne,o3,60,300.37,0.1,13.6
2024-04-12,Melbourne,pm10,91,226.51,1.0,22.0
2024-04-12,Melbourne,pm2.5,144,944.18,2.0,45.0
2024-04-12,Newcastle,no2,110,277.99,1.0,26.9
2024-04-12,Newcastle,so2,43,131.71,1.5,20.0
2024-04-12,Perth,no2,30,187.48,1.2,15.6
2024-04-12,Perth,pm10,88,35.85,1.0,11.0
2024-04-12,Perth,pm2.5,70,44.6,2.0,13.0
2024-04-12,Sydney,co,18,1.78,1.2,2.3
2024-04-12,Sydney,no2,118,241.0,1.0,21.3
2024-04-12,Sydney,o3,99,632.03,0.8,24.8
2024-04-12,Sydney,pm10,144,325.27,2.0,33.0
2024-04-12,Sydney,pm2.5,142,696.59,3.0,43.0
2024-04-12,Sydney,so2,31,5.18,1.5,4.3
2024-04-12,Wollongong,co,11,3.3,1.2,2.3
2024-04-12,Wollongong,no2,39,217.59,1.0,21.3
2024-04-12,Wollongong,o3,37,503.29,0.8,20.8
2024-04-12,Wollongong,so2,4,17.97,1.5,4.3
2024-04-13,Adelaide,co,23,26.07,0.5,8.1
2024-04-13,Adelaide,no2,85,45.4,0.5,8.3
2024-04-13,Adelaide,o3,67,81.21,0.5,9.8
2024-04-13,Adelaide,pm10,115,288.39,1.0,39.0
2024-04-13,Brisbane,co,46,7.21,1.9,5.1
2024-04-13,Brisbane,no2,121,56.42,0.5,11.0
2024-04-13,Brisbane,o3,62,117.62,0.5,11.0
2024-04-13,Canberra,co,46,18.44,0.3,4.8
2024-04-13,Canberra,no2,27,48.76,0.5,7.8
2024-04-13,Canberra,o3,60,214.1,0.5,14.3
2024-04-13,Canberra,pm10,71,437.23,2.0,34.0
2024-04-13,Darwin,co,48,6.59,2.8,4.9
2024-04-13,Darwin,no2,48,2.16,0.2,2.1
2024-04-13,Darwin,o3,47,18.82,2.0,7.7
2024-04-13,Darwin,pm10,48,133.29,4.0,21.0
2024-04-13,Darwin,so2,40,0.71,0.1,0.8
2024-04-13,Hobart,pm10,54,28.58,1.0,7.0
2024-04-13,Hobart,pm2.5,19,41.17,5.0,9.0
2024-04-13,Launceston,pm10,159,80.5,1.0,15.0
2024-04-13,Launceston,pm2.5,107,540.19,5.0,53.0
2024-04-13,Melbourne,co,69,27.48,0.6,7.0
2024-04-13,Melbourne,no2,69,221.89,1.9,17.6
2024-04-13,Melbourne,o3,69,336.39,0.1,18.4
2024-04-13,Melbourne,pm10,92,281.22,2.0,23.0
2024-04-13,Melbourne,so2,66,0.5,0.4,1.1
2024-04-13,Newcastle,no2,131,203.39,1.0,19.5
2024-04-13,Newcastle,so2,67,35.95,1.5,11.5
2024-04-13,Perth,no2,23,92.64,1.2,10.0
2024-04-13,Perth,pm10,90,37.82,1.0,15.0
2024-04-13,Perth,pm2.5,75,19.01,2.0,7.0
2024-04-13,Sydney,co,25,5.93,1.2,3.4
2024-04-13,Sydney,no2,132,276.85,1.0,23.2
2024-04-13,Sydney,o3,104,831.78,0.8,30.4
2024-04-13,Sydney,pm10,144,271.0,6.0,30.0
2024-04-13,Sydney,pm2.5,144,1040.09,5.0,71.0
2024-04-13,Sydney,so2,73,48.17,1.5,11.5
2024-04-13,Wollongong,co,8,6.05,1.2,3.4
2024-04-13,Wollongong,no2,40,159.07,1.0,15.8
2024-04-13,Wollongong,o3,41,645.26,0.8,21.6
2024-04-13,Wollongong,pm2.5,44,821.99,1.0,39.0
2024-04-13,Wollongong,so2,6,18.95,1.5,4.3
2024-04-14,Adelaide,co,24,10.01,1.0,4.7
2024-04-14,Adelaide,no2,93,41.09,0.5,7.8
2024-04-14,Adelaide,o3,68,101.5,0.5,12.2
2024-04-14,Adelaide,pm10,120,142.05,2.0,30.0
2024-04-14,Adelaide,pm2.5,68,1100.78,4.0,54.0
2024-04-14,Brisbane,co,45,6.44,1.9,5.1
2024-04-14,Brisbane,no2,110,54.42,0.5,9.6
2024-04-14,Brisbane,o3,61,203.85,0.5,14.7
2024-04-14,Brisbane,so2,5,0.5,0.6,1.1
2024-04-14,Canberra,co,44,9.03,0.2,3.4
2024-04-14,Canberra,no2,23,46.7,0.5,6.9
2024-04-14,Canberra,o3,69,237.93,0.5,15.1
2024-04-14,Canberra,pm10,72,264.29,6.0,33.0
2024-04-14,Darwin,co,46,6.05,2.9,4.8
2024-04-14,Darwin,no2,46,5.36,0.2,3.3
2024-04-14,Darwin,o3,46,8.37,2.4,6.2
2024-04-14,Darwin,so2,37,0.69,0.1,0.7
2024-04-14,Hobart,pm10,46,19.43,1.0,9.0
2024-04-14,Hobart,pm2.5,11,0.0,5.0,5.0
2024-04-14,Launceston,pm10,165,63.85,1.0,14.0
2024-04-14,Launceston,pm2.5,108,318.91,5.0,34.0
2024-04-14,Melbourne,co,69,43.56,1.2,8.0
2024-04-14,Melbourne,no2,66,212.08,3.8,16.7
2024-04-14,Melbourne,o3,66,421.9,0.1,17.6
2024-04-14,Melbourne,pm10,99,352.58,4.0,38.0
2024-04-14,Melbourne,so2,69,0.21,0.2,0.8
2024-04-14,Newcastle,no2,126,239.92,1.0,22.3
2024-04-14,Newcastle,so2,77,181.22,1.5,24.3
2024-04-14,Perth,no2,36,58.62,1.2,10.0
2024-04-14,Perth,o3,67,983.02,3.0,39.0
2024-04-14,Perth,pm10,92,15.27,1.0,8.0
2024-04-14,Perth,pm2.5,84,29.64,2.0,9.0
2024-04-14,Perth,so2,2,0.0,2.9,2.9
2024-04-14,Sydney,co,18,1.78,1.2,2.3
2024-04-14,Sydney,no2,124,180.04,1.0,16.7
2024-04-14,Sydney,o3,122,1007.64,0.8,32.0
2024-04-14,Sydney,pm10,144,220.85,5.0,33.0
2024-04-14,Sydney,pm2.5,143,789.13,4.0,55.0
2024-04-14,Sydney,so2,60,33.99,1.5,11.5
2024-04-14,Wollongong,no2,42,164.15,1.0,16.7
2024-04-14,Wollongong,o3,46,887.73,0.8,26.4
2024-04-14,Wollongong,pm2.5,47,1231.42,1.0,57.0
2024-04-14,Wollongong,so2,3,19.6,1.5,4.3
2024-04-15,Adelaide,co,24,5.81,0.7,3.8
2024-04-15,Adelaide,no2,87,113.34,0.5,13.8
2024-04-15,Adelaide,o3,67,110.01,0.5,11.8
2024-04-15,Adelaide,pm10,118,1289.31,2.0,76.0
2024-04-15,Adelaide,pm2.5,78,1524.92,5.0,65.0
2024-04-15,Brisbane,co,44,7.55,2.1,6.3
2024-04-15,Brisbane,no2,120,87.37,0.5,11.9
2024-04-15,Brisbane,o3,56,196.02,0.5,13.9
2024-04-15,Brisbane,so2,11,0.91,0.6,1.6
2024-04-15,Canberra,co,46,15.33,0.2,4.1
2024-04-15,Canberra,no2,38,16.66,0.5,5.5
2024-04-15,Canberra,o3,62,210.38,0.5,14.3
2024-04-15,Canberra,pm10,72,251.92,6.0,34.0
2024-04-15,Darwin,co,62,10.12,2.0,5.1
2024-04-15,Darwin,no2,62,6.31,0.2,3.0
2024-04-15,Darwin,o3,63,14.28,1.0,5.3
2024-04-15,Darwin,so2,54,0.59,0.1,0.7
2024-04-15,Hobart,pm10,56,52.52,1.0,12.0
2024-04-15,Hobart,pm2.5,25,38.4,5.0,9.0
2024-04-15,Launceston,pm10,163,87.76,1.0,21.0
2024-04-15,Launceston,pm2.5,88,625.26,5.0,70.0
2024-04-15,Melbourne,co,69,13.61,1.3,4.8
2024-04-15,Melbourne,no2,69,101.88,4.7,15.8
2024-04-15,Melbourne,o3,69,508.12,0.1,20.0
2024-04-15,Melbourne,pm10,102,1086.74,4.0,66.0
2024-04-15,Melbourne,so2,39,0.19,0.1,0.5
2024-04-15,Newcastle,no2,136,299.47,1.0,24.1
2024-04-15,Newcastle,so2,95,597.9,1.5,52.3
2024-04-15,Perth,no2,43,396.5,1.2,22.3
2024-04-15,Perth,o3,69,1094.97,3.0,46.0
2024-04-15,Perth,pm10,92,29.02,2.0,10.0
2024-04-15,Perth,pm2.5,88,37.57,2.0,9.0
2024-04-15,Sydney,co,37,5.14,1.2,3.4
2024-04-15,Sydney,no2,121,361.67,1.0,25.1
2024-04-15,Sydney,o3,109,1507.72,0.8,38.4
2024-04-15,Sydney,so2,44,5.35,1.5,4.3
2024-04-15,Wollongong,co,14,4.59,1.2,3.4
2024-04-15,Wollongong,no2,42,301.7,1.9,25.1
2024-04-15,Wollongong,so2,7,17.73,1.5,4.3
2024-04-16,Adelaide,co,21,1.79,0.3,2.0
2024-04-16,Adelaide,no2,91,100.25,0.5,13.8
2024-04-16,Adelaide,o3,63,75.78,0.5,10.2
2024-04-16,Adelaide,pm10,117,416.94,1.0,42.0
2024-04-16,Adelaide,so2,3,0.0,0.6,0.6
2024-04-16,Brisbane,co,42,7.74,2.3,6.2
2024-04-16,Brisbane,no2,123,84.56,0.5,12.8
2024-04-16,Brisbane,o3,55,246.07,0.5,15.5
2024-04-16,Brisbane,so2,12,0.83,0.6,1.6
2024-04-16,Canberra,co,46,15.44,0.2,4.0
2024-04-16,Canberra,no2,32,26.95,0.5,7.8
2024-04-16,Canberra,o3,65,219.59,0.5,14.7
2024-04-16,Darwin,co,70,9.76,2.2,5.1
2024-04-16,Darwin,no2,70,4.31,0.2,4.1
2024-04-16,Darwin,o3,71,18.64,0.7,6.7
2024-04-16,Darwin,pm10,71,655.05,1.0,49.0
2024-04-16,Darwin,pm2.5,70,737.31,2.0,47.0
2024-04-16,Darwin,so2,67,0.48,0.1,0.7
2024-04-16,Hobart,pm10,69,186.3,1.0,30.0
2024-04-16,Hobart,pm2.5,41,190.05,5.0,25.0
2024-04-16,Launceston,pm10,164,145.08,1.0,21.0
2024-04-16,Launceston,pm2.5,134,1520.27,5.0,68.0
2024-04-16,Melbourne,co,69,15.05,0.9,4.9
2024-04-16,Melbourne,no2,69,212.34,3.8,18.6
2024-04-16,Melbourne,o3,69,406.7,0.1,16.8
2024-04-16,Melbourne,pm10,101,1179.06,1.0,88.0
2024-04-16,Melbourne,pm2.5,134,1258.65,2.0,51.0
2024-04-16,Newcastle,no2,129,515.49,1.0,27.8
2024-04-16,Newcastle,pm10,143,1080.66,4.0,68.0
2024-04-16,Newcastle,so2,58,23.22,1.5,8.6
2024-04-16,Perth,no2,29,332.53,1.2,24.5
2024-04-16,Perth,o3,69,543.99,4.0,37.0
2024-04-16,Perth,pm10,92,51.18,2.0,11.0
2024-04-16,Perth,pm2.5,88,95.61,2.0,16.0
2024-04-16,Sydney,co,29,7.24,1.2,3.4
2024-04-16,Sydney,no2,129,521.97,1.0,29.7
2024-04-16,Sydney,o3,109,1022.67,0.8,28.9
2024-04-16,Sydney,so2,38,4.7,1.5,4.3
2024-04-16,Wollongong,co,11,3.3,1.2,2.3
2024-04-16,Wollongong,no2,44,198.0,1.0,15.8
2024-04-16,Wollongong,o3,40,929.15,0.8,24.8
2024-04-16,Wollongong,pm10,48,1523.12,5.0,70.0
2024-04-16,Wollongong,pm2.5,45,1225.89,6.0,46.0
2024-04-16,Wollongong,so2,4,74.22,1.5,7.2
2024-04-17,Adelaide,co,24,7.68,0.4,4.2
2024-04-17,Adelaide,no2,83,74.41,0.5,13.3
2024-04-17,Adelaide,o3,70,89.69,0.5,10.6
2024-04-17,Adelaide,pm10,113,826.81,1.0,76.0
2024-04-17,Adelaide,pm2.5,87,1132.42,2.0,46.0
2024-04-17,Brisbane,co,44,9.14,2.2,5.7
2024-04-17,Brisbane,no2,128,77.42,0.5,11.9
2024-04-17,Brisbane,o3,55,94.28,0.5,10.2
2024-04-17,Brisbane,so2,16,0.29,0.6,1.1
2024-04-17,Canberra,co,36,10.93,0.1,2.9
2024-04-17,Canberra,no2,22,8.77,0.5,3.7
2024-04-17,Canberra,o3,68,207.7,0.5,17.5
2024-04-17,Canberra,pm10,72,789.76,4.0,58.0
2024-04-17,Darwin,co,70,10.52,2.2,5.0
2024-04-17,Darwin,no2,71,1.92,0.2,2.0
2024-04-17,Darwin,o3,71,7.67,1.3,4.7
2024-04-17,Darwin,pm10,70,394.71,2.0,36.0
2024-04-17,Darwin,pm2.5,70,823.69,2.0,42.0
2024-04-17,Darwin,so2,71,0.49,0.1,0.7
2024-04-17,Hobart,pm10,72,296.6,1.0,27.0
2024-04-17,Launceston,pm10,167,204.71,1.0,38.0
2024-04-17,Melbourne,co,66,12.01,0.9,4.6
2024-04-17,Melbourne,no2,66,270.74,2.8,23.2
2024-04-17,Melbourne,o3,66,572.9,0.1,18.4
2024-04-17,Melbourne,so2,12,0.46,0.1,0.6
2024-04-17,Newcastle,no2,125,424.47,1.0,26.0
2024-04-17,Newcastle,so2,54,87.88,1.5,21.5
2024-04-17,Perth,no2,23,215.24,1.2,17.8
2024-04-17,Perth,pm10,92,35.72,2.0,15.0
2024-04-17,Perth,pm2.5,77,65.04,2.0,12.0
2024-04-17,Sydney,co,19,2.76,1.2,2.3
2024-04-17,Sydney,no2,121,285.91,1.0,22.3
2024-04-17,Sydney,o3,120,481.03,0.8,23.3
2024-04-17,Sydney,pm2.5,142,1097.68,3.0,57.0
2024-04-17,Sydney,so2,31,4.47,1.5,4.3
2024-04-17,Wollongong,co,15,11.52,1.2,4.5
2024-04-17,Wollongong,no2,42,166.21,1.9,17.6
2024-04-17,Wollongong,o3,45,375.03,0.8,21.6
2024-04-17,Wollongong,so2,9,189.48,1.5,15.8
2024-04-18,Adelaide,co,14,101.54,0.3,8.5
2024-04-18,Adelaide,no2,88,95.65,0.5,13.8
2024-04-18,Adelaide,o3,63,22.78,3.3,10.2
2024-04-18,Adelaide,pm10,111,191.45,1.0,30.0
2024-04-18,Adelaide,so2,6,0.0,0.6,0.6
2024-04-18,Brisbane,co,44,8.24,2.2,5.7
2024-04-18,Brisbane,no2,128,74.88,0.5,10.1
2024-04-18,Brisbane,o3,63,97.25,0.5,9.4
2024-04-18,Brisbane,so2,4,0.62,0.6,1.1
2024-04-18,Canberra,co,35,11.37,0.1,3.4
2024-04-18,Canberra,no2,21,22.69,0.5,5.5
2024-04-18,Canberra,o3,69,117.57,0.5,12.6
2024-04-18,Darwin,co,67,21.87,0.6,5.1
2024-04-18,Darwin,no2,69,2.84,0.2,2.8
2024-04-18,Darwin,o3,69,8.77,0.8,5.2
