Date,Country,City,Pollutant,count,min,max,median,variance
13/6/2025,AU,Newcastle,so2,76,0.1,20.7,4.3,289.05
13/6/2025,AU,Perth,no2,46,1.2,25.6,7.8,351.36
13/6/2025,AU,Perth,o3,68,1,33,17,891.68
13/6/2025,AU,Perth,pm10,90,2,24,6,168.13
13/6/2025,AU,Perth,pm2.5,87,2,34,7,395.66
13/6/2025,AU,Perth,so2,8,2.9,5.8,5.8,18.02
13/6/2025,AU,Sydney,co,87,0.1,3.7,1.9,10.82
13/6/2025,AU,Sydney,no2,138,1.6,22.5,8.2,265.67
13/6/2025,AU,Sydney,o3,138,0.3,24.6,12,467.62
13/6/2025,AU,Sydney,pm10,144,2,17,8,66.99
13/6/2025,AU,Sydney,pm2.5,142,1,51,13,662.92
13/6/2025,AU,Sydney,so2,83,0.1,2.1,0.5,2.34
13/6/2025,AU,Wollongong,co,23,0.5,5.1,0.8,11.22
13/6/2025,AU,Wollongong,no2,46,2.2,15.7,4.6,71.83
13/6/2025,AU,Wollongong,o3,46,0.6,22.1,7.4,455.85
13/6/2025,AU,Wollongong,pm10,48,1,27,7,237.3
13/6/2025,AU,Wollongong,pm2.5,41,1,21,8,329.3
13/6/2025,AU,Wollongong,so2,12,0.1,4.8,0.1,19.55
14/6/2025,AU,Adelaide,co,21,1,3.8,1.9,6.61
14/6/2025,AU,Adelaide,no2,59,0.5,10.6,1.4,56.43
14/6/2025,AU,Adelaide,o3,40,5.7,13.9,10.2,72.44
14/6/2025,AU,Adelaide,pm10,80,2,46,10,526.07
14/6/2025,AU,Adelaide,pm2.5,60,1,48,13,866.23
14/6/2025,AU,Brisbane,co,27,0.5,9.2,4.6,44.73
14/6/2025,AU,Brisbane,no2,135,0.5,17.4,5.1,160.27
14/6/2025,AU,Brisbane,o3,68,0.5,13.9,6.1,183.88
14/6/2025,AU,Brisbane,pm10,216,3,52,9,1178.55
14/6/2025,AU,Brisbane,pm2.5,215,2,128,16,6271.74
14/6/2025,AU,Brisbane,so2,27,0.6,2.1,1.1,1.5
14/6/2025,AU,Canberra,co,46,0.5,11,5.7,84.15
14/6/2025,AU,Canberra,no2,39,0.5,10.6,3.2,79.94
14/6/2025,AU,Canberra,o3,38,0.5,13.9,3.7,200.34
14/6/2025,AU,Darwin,co,72,1.4,7.9,4.7,33.42
14/6/2025,AU,Darwin,no2,72,1,10.7,2.6,40.35
14/6/2025,AU,Darwin,o3,71,6.5,25.2,13.1,234.25
14/6/2025,AU,Darwin,pm10,72,22,112,42,2522.66
14/6/2025,AU,Darwin,pm2.5,72,68,167,117,7245.32
14/6/2025,AU,Darwin,so2,68,0.1,0.9,0.4,0.5
14/6/2025,AU,Hobart,pm10,68,1,35,7,611.02
14/6/2025,AU,Hobart,pm2.5,66,5,99,25,5726.26
14/6/2025,AU,Launceston,pm10,167,3,64,14,2244.76
14/6/2025,AU,Launceston,pm2.5,167,5,163,55,17073.7
14/6/2025,AU,Melbourne,co,69,1.4,10,4.3,39.48
14/6/2025,AU,Melbourne,no2,115,2.8,23.2,10.2,334.63
14/6/2025,AU,Melbourne,o3,74,0.8,20.8,11.2,421.32
14/6/2025,AU,Melbourne,pm10,120,5,37,15,474.7
14/6/2025,AU,Melbourne,pm2.5,162,3,104,51,4203.08
14/6/2025,AU,Melbourne,so2,66,0.3,1.5,1,0.83
14/6/2025,AU,Newcastle,co,24,1.2,3.6,1.6,4.76
14/6/2025,AU,Newcastle,no2,120,1.7,25.1,7.4,289.35
14/6/2025,AU,Newcastle,o3,72,1.2,25.1,13,445.94
14/6/2025,AU,Newcastle,pm10,144,2,29,11,264
14/6/2025,AU,Newcastle,pm2.5,133,1,69,14,1736.85
14/6/2025,AU,Newcastle,so2,85,0.1,20.4,2.3,130.18
14/6/2025,AU,Perth,co,3,1,1,1,0
14/6/2025,AU,Perth,no2,48,1.2,21.2,5.6,159.94
14/6/2025,AU,Perth,o3,65,1,34,17,1065.69
14/6/2025,AU,Perth,pm10,90,2,21,8,134.21
14/6/2025,AU,Perth,pm2.5,90,2,40,11,670.83
14/6/2025,AU,Perth,so2,7,5.8,8.6,5.8,11.2
14/6/2025,AU,Sydney,co,91,0.1,9.7,2.4,48.44
14/6/2025,AU,Sydney,no2,142,0.2,26.5,7.6,446.07
14/6/2025,AU,Sydney,o3,142,0.1,25.8,8.3,660.95
14/6/2025,AU,Sydney,pm10,143,2,27,10,345.95
14/6/2025,AU,Sydney,pm2.5,137,1,77,16,3116.16
14/6/2025,AU,Sydney,so2,92,0.1,3.2,0.6,3.5
14/6/2025,AU,Wollongong,co,24,1,6.3,1.5,33.23
14/6/2025,AU,Wollongong,no2,48,1.2,20.2,5,221.17
14/6/2025,AU,Wollongong,o3,48,0.1,23.5,6.1,681.75
14/6/2025,AU,Wollongong,pm10,48,2,18,9,148.68
14/6/2025,AU,Wollongong,pm2.5,37,1,51,15,1921.44
14/6/2025,AU,Wollongong,so2,15,0.1,5.5,0.3,18.39
15/6/2025,AU,Adelaide,co,24,1.6,3.3,1.9,1.73
15/6/2025,AU,Adelaide,no2,62,0.5,9.2,1.9,35.14
15/6/2025,AU,Adelaide,o3,46,6.1,13.9,10.2,53.47
15/6/2025,AU,Adelaide,pm10,94,1,30,12,242.85
15/6/2025,AU,Adelaide,pm2.5,68,5,52,17,1061.67
15/6/2025,AU,Brisbane,co,29,1.1,13.3,4.7,61.79
15/6/2025,AU,Brisbane,no2,134,0.5,15.6,4.2,160.39
15/6/2025,AU,Brisbane,o3,66,0.5,14.7,5.7,208.16
15/6/2025,AU,Brisbane,pm10,216,2,58,9,894.66
15/6/2025,AU,Brisbane,pm2.5,215,1,148,20,4812.46
15/6/2025,AU,Brisbane,so2,22,0.6,1.6,1.1,1.08
15/6/2025,AU,Canberra,co,38,0.7,16.3,6.5,227.58
15/6/2025,AU,Canberra,no2,38,0.5,7.4,2.8,36.6
15/6/2025,AU,Canberra,o3,48,0.5,10.6,2.9,110.1
15/6/2025,AU,Darwin,co,70,0.5,13.5,3.4,56.38
15/6/2025,AU,Darwin,no2,70,0.7,7.4,1.8,26.86
15/6/2025,AU,Darwin,o3,70,4.5,17.7,9.9,131.6
15/6/2025,AU,Darwin,pm10,72,13,75,25,1878.82
15/6/2025,AU,Darwin,pm2.5,72,40,168,70,11002.8
15/6/2025,AU,Darwin,so2,67,0.1,0.6,0.2,0.31
15/6/2025,AU,Hobart,pm10,69,3,41,10,642.38
15/6/2025,AU,Hobart,pm2.5,68,9,119,34,5540.55
15/6/2025,AU,Launceston,pm10,167,2,110,14,3071.21
15/6/2025,AU,Launceston,pm2.5,167,5,224,50,21449.7
15/6/2025,AU,Melbourne,co,63,1.3,2.7,1.5,1.76
15/6/2025,AU,Melbourne,no2,115,1.9,17.6,4.7,124.95
15/6/2025,AU,Melbourne,o3,115,3.2,20,13.6,125.9
15/6/2025,AU,Melbourne,pm10,120,3,21,7,95.52
15/6/2025,AU,Melbourne,pm2.5,138,1,191,14,3442.12
15/6/2025,AU,Melbourne,so2,48,0.8,1.5,1.3,0.62
15/6/2025,AU,Newcastle,co,24,1.4,3.2,2.2,3.4
15/6/2025,AU,Newcastle,no2,120,2.7,24.2,11.8,227.75
15/6/2025,AU,Newcastle,o3,72,0.1,20.3,7.5,425.61
15/6/2025,AU,Newcastle,pm10,144,3,24,12,198.18
15/6/2025,AU,Newcastle,pm2.5,131,1,67,24,1960.74
15/6/2025,AU,Newcastle,so2,86,0.1,13.1,1.7,53.34
15/6/2025,AU,Perth,no2,19,1.2,16.7,5.6,271.33
15/6/2025,AU,Perth,o3,69,1,33,18,662.09
15/6/2025,AU,Perth,pm10,91,1,15,4,54.08
15/6/2025,AU,Perth,pm2.5,83,2,29,5,191.18
15/6/2025,AU,Sydney,co,95,0.1,10,3.5,53.92
15/6/2025,AU,Sydney,no2,140,0.7,21.3,9.4,272.99
15/6/2025,AU,Sydney,o3,134,0.1,25.4,3.4,677.86
15/6/2025,AU,Sydney,pm10,140,2,32,13,339.06
15/6/2025,AU,Sydney,pm2.5,140,4,83,31,4355.91
15/6/2025,AU,Sydney,so2,95,0.1,6.4,0.7,14.19
15/6/2025,AU,Wollongong,co,24,0.7,4.8,1.1,14.37
15/6/2025,AU,Wollongong,no2,47,1.6,12.3,4.9,74.24
15/6/2025,AU,Wollongong,o3,46,0.1,25.2,6,715.2
15/6/2025,AU,Wollongong,pm10,44,2,24,6,266.89
15/6/2025,AU,Wollongong,pm2.5,35,1,56,19,2011.51
15/6/2025,AU,Wollongong,so2,23,0.1,1.7,0.2,2.35
16/6/2025,AU,Adelaide,co,22,1,2.9,1.9,1.98
16/6/2025,AU,Adelaide,no2,64,0.5,11,1.4,83.7
16/6/2025,AU,Adelaide,o3,47,6.1,13.9,11,39.14
16/6/2025,AU,Adelaide,pm10,96,5,39,16,322.53
16/6/2025,AU,Adelaide,pm2.5,70,4,53,21,925.94
16/6/2025,AU,Brisbane,co,25,0.6,8.5,5.4,47.35
16/6/2025,AU,Brisbane,no2,129,1.9,20.6,8.3,179.63
16/6/2025,AU,Brisbane,o3,54,0.5,13.9,2.9,183.81
16/6/2025,AU,Brisbane,pm10,216,5,76,15,963.79
16/6/2025,AU,Brisbane,pm2.5,214,5,132,25,3131.41
16/6/2025,AU,Brisbane,so2,37,0.6,1.6,0.6,0.76
16/6/2025,AU,Canberra,co,40,0.4,7.5,1.9,63.21
16/6/2025,AU,Canberra,no2,37,0.5,5.5,2.3,19.58
16/6/2025,AU,Canberra,o3,67,0.5,9.8,4.9,43.33
16/6/2025,AU,Darwin,co,69,0.8,7.5,4.5,36.37
16/6/2025,AU,Darwin,no2,55,0.8,7.9,2.2,25.87
16/6/2025,AU,Darwin,o3,71,1.5,19.7,8,160.46
16/6/2025,AU,Darwin,pm10,66,1,77,30,3064.75
16/6/2025,AU,Darwin,pm2.5,70,1,161,82,16845.4
16/6/2025,AU,Darwin,so2,55,0.1,0.6,0.2,0.29
16/6/2025,AU,Hobart,pm10,71,1,38,5,462.14
16/6/2025,AU,Hobart,pm2.5,59,5,109,13,5825.26
16/6/2025,AU,Launceston,pm10,162,2,30,6,173.05
16/6/2025,AU,Launceston,pm2.5,146,5,93,9,2134.2
16/6/2025,AU,Melbourne,co,57,1,1.3,1.2,0.14
16/6/2025,AU,Melbourne,no2,104,1.9,10.2,4.7,51.75
16/6/2025,AU,Melbourne,o3,110,12.1,20,16,35.5
16/6/2025,AU,Melbourne,pm10,114,1,74,10,986.3
16/6/2025,AU,Melbourne,pm2.5,138,1,39,11,707.56
16/6/2025,AU,Melbourne,so2,63,0.5,1.2,0.9,0.49
16/6/2025,AU,Newcastle,co,23,1.3,9.8,4.1,74.27
16/6/2025,AU,Newcastle,no2,135,3,27.7,13.7,348.24
16/6/2025,AU,Newcastle,o3,88,0.1,18.4,1.4,360.74
16/6/2025,AU,Newcastle,pm10,144,2,53,16,934.55
16/6/2025,AU,Newcastle,pm2.5,136,3,77,23,3025.92
16/6/2025,AU,Newcastle,so2,110,0.1,13.7,1.8,51.07
16/6/2025,AU,Perth,no2,49,1.2,18.9,7.8,271.09
16/6/2025,AU,Perth,o3,65,1,34,11,1333.43
16/6/2025,AU,Perth,pm10,92,4,25,7,108.88
16/6/2025,AU,Perth,pm2.5,92,3,48,10,432.81
16/6/2025,AU,Perth,so2,9,5.8,8.6,5.8,19.6
16/6/2025,AU,Sydney,co,83,0.2,7.6,3.2,21.17
16/6/2025,AU,Sydney,no2,112,0.7,22.6,12.8,293.69
16/6/2025,AU,Sydney,o3,132,0.1,22.2,1.6,381.88
16/6/2025,AU,Sydney,pm10,140,1,48,11,396.21
16/6/2025,AU,Sydney,pm2.5,143,1,80,26,2422.9
16/6/2025,AU,Sydney,so2,91,0.2,2.5,0.6,2.46
16/6/2025,AU,Wollongong,co,23,0.7,7.1,3,46.78
16/6/2025,AU,Wollongong,no2,46,1.5,28.5,10.1,641.38
16/6/2025,AU,Wollongong,o3,46,0.4,21.8,4,469.2
16/6/2025,AU,Wollongong,pm10,48,2,62,11,1391.05
16/6/2025,AU,Wollongong,pm2.5,46,1,77,19,2892.29
16/6/2025,AU,Wollongong,so2,18,0.1,6.2,0.9,23.77
17/6/2025,AU,Adelaide,co,23,1.3,4.7,1.6,10.91
17/6/2025,AU,Adelaide,no2,53,0.5,15.1,4.2,226.36
17/6/2025,AU,Adelaide,o3,39,0.9,13.9,12.6,200.93
17/6/2025,AU,Adelaide,pm10,95,5,44,12,431.88
17/6/2025,AU,Adelaide,pm2.5,67,5,57,13,1718.46
17/6/2025,AU,Brisbane,co,24,4.4,7.3,5.4,4.55
17/6/2025,AU,Brisbane,no2,139,3.7,14.2,9.6,56
17/6/2025,AU,Brisbane,o3,52,0.5,7,2.1,49.19
17/6/2025,AU,Brisbane,pm10,216,5,66,19,1307.96
17/6/2025,AU,Brisbane,pm2.5,215,9,68,33,1535.71
17/6/2025,AU,Brisbane,so2,19,0.6,1.1,0.6,0.66
17/6/2025,AU,Canberra,co,38,0.1,5.7,4.6,52.15
17/6/2025,AU,Canberra,no2,14,0.5,4.6,1,14.06
17/6/2025,AU,Canberra,o3,67,2.5,13,9.4,71.31
17/6/2025,AU,Darwin,co,68,0.6,7.2,2.5,35.71
17/6/2025,AU,Darwin,no2,60,0.3,6.9,2,16.88
17/6/2025,AU,Darwin,o3,69,1.8,20,11,155.15
17/6/2025,AU,Darwin,pm10,62,1,71,22,1472.83
17/6/2025,AU,Darwin,pm2.5,64,1,134,60,6286.89
17/6/2025,AU,Darwin,so2,59,0.1,0.6,0.2,0.18
17/6/2025,AU,Hobart,pm10,68,1,55,4,874.44
17/6/2025,AU,Hobart,pm2.5,50,5,127,13,5035.3
17/6/2025,AU,Launceston,pm10,167,1,53,4,263.81
17/6/2025,AU,Launceston,pm2.5,142,5,151,9,3101.52
17/6/2025,AU,Melbourne,co,69,0.8,3,1.2,5.13
17/6/2025,AU,Melbourne,no2,112,1.9,27.8,6.5,372.6
17/6/2025,AU,Melbourne,o3,115,1.6,24.1,17.6,271.27
17/6/2025,AU,Melbourne,pm10,120,2,25,10,216.47
17/6/2025,AU,Melbourne,pm2.5,147,1,53,15,1116.03
17/6/2025,AU,Melbourne,so2,54,0.2,1.5,0.3,0.96
17/6/2025,AU,Newcastle,co,23,1.9,5.4,3.3,11.66
17/6/2025,AU,Newcastle,no2,141,4.4,26.5,14.4,269.95
17/6/2025,AU,Newcastle,o3,92,0.1,14.8,2.9,208.11
17/6/2025,AU,Newcastle,pm10,143,5,39,18,443.87
17/6/2025,AU,Newcastle,pm2.5,141,2,60,27,1784.32
17/6/2025,AU,Newcastle,so2,117,0.1,18.7,2.4,99.47
17/6/2025,AU,Perth,no2,59,1.2,21.2,5.6,343.02
17/6/2025,AU,Perth,o3,61,1,30,17,717.15
17/6/2025,AU,Perth,pm10,90,1,15,5,147.09
17/6/2025,AU,Perth,pm2.5,82,2,25,7,535.17
17/6/2025,AU,Perth,so2,6,5.8,8.6,5.8,23.52
17/6/2025,AU,Sydney,co,81,0.1,7.6,2.5,29.02
17/6/2025,AU,Sydney,no2,112,0.8,32.3,10.1,568.67
17/6/2025,AU,Sydney,o3,126,0.1,22,4.1,561.12
17/6/2025,AU,Sydney,pm10,142,3,26,12,286.01
17/6/2025,AU,Sydney,pm2.5,138,6,79,27,2600.13
17/6/2025,AU,Sydney,so2,84,0.1,3.3,0.6,4
17/6/2025,AU,Wollongong,co,24,0.4,4.9,0.9,9.95
17/6/2025,AU,Wollongong,no2,48,2.2,22.4,5.8,268.11
17/6/2025,AU,Wollongong,o3,48,0.3,23.1,8.1,664.99
17/6/2025,AU,Wollongong,pm10,48,4,48,10,652.83
17/6/2025,AU,Wollongong,pm2.5,42,1,35,15,773.27
17/6/2025,AU,Wollongong,so2,20,0.1,1.9,0.1,2.49
18/6/2025,AU,Adelaide,co,24,1.5,3.6,2.1,4.22
18/6/2025,AU,Adelaide,no2,71,1,14.2,4.2,128.99
18/6/2025,AU,Adelaide,o3,48,1.3,11.4,7,77.69
18/6/2025,AU,Adelaide,pm10,93,1,43,12,414.89
18/6/2025,AU,Adelaide,pm2.5,67,4,47,17,1155.02
18/6/2025,AU,Brisbane,co,24,4.3,7.1,4.9,4.58
18/6/2025,AU,Brisbane,no2,139,1.9,16,7.4,83.74
18/6/2025,AU,Brisbane,o3,65,0.5,11.8,3.3,136.59
18/6/2025,AU,Brisbane,pm10,216,5,59,16,790.97
18/6/2025,AU,Brisbane,pm2.5,216,3,123,24,1986.79
18/6/2025,AU,Brisbane,so2,37,0.6,1.1,0.6,0.54
18/6/2025,AU,Canberra,co,45,0.2,11.3,4.7,103.77
18/6/2025,AU,Canberra,no2,38,0.5,9.6,3.7,77.2
18/6/2025,AU,Canberra,o3,59,0.5,11,3.7,115.82
18/6/2025,AU,Darwin,co,72,1.6,6.3,2.6,24.99
18/6/2025,AU,Darwin,no2,72,0.4,13.1,1.9,37.44
18/6/2025,AU,Darwin,o3,72,2.4,24.1,10.6,155.53
18/6/2025,AU,Darwin,pm10,72,9,63,22,1269.48
18/6/2025,AU,Darwin,pm2.5,72,30,86,64,1682.13
18/6/2025,AU,Darwin,so2,71,0.1,0.6,0.2,0.18
18/6/2025,AU,Hobart,pm10,65,1,13,2,75.91
18/6/2025,AU,Hobart,pm2.5,29,5,13,5,50.05
18/6/2025,AU,Launceston,pm10,164,1,74,7,1646.21
18/6/2025,AU,Launceston,pm2.5,152,5,174,21,13206.3
18/6/2025,AU,Melbourne,co,69,1.3,8.7,2.6,42.3
18/6/2025,AU,Melbourne,no2,115,5.6,28.8,14.9,489.3
18/6/2025,AU,Melbourne,o3,98,0.8,21.6,10.4,447.36
18/6/2025,AU,Melbourne,pm10,117,7,77,12,1448.86
18/6/2025,AU,Melbourne,pm2.5,156,1,68,17,1606.06
18/6/2025,AU,Melbourne,so2,66,0.2,2.9,0.9,4.49
18/6/2025,AU,Newcastle,co,24,1.8,10.6,2.9,95.32
18/6/2025,AU,Newcastle,no2,137,4.2,34.3,16.2,510.63
18/6/2025,AU,Newcastle,o3,89,0.1,20.7,2.3,461.96
18/6/2025,AU,Newcastle,pm10,143,6,52,18,919.34
18/6/2025,AU,Newcastle,pm2.5,138,4,98,26,4456.05
18/6/2025,AU,Newcastle,so2,113,0.3,16.3,3.2,141.56
18/6/2025,AU,Perth,no2,26,1.2,14.5,3.4,137.52
18/6/2025,AU,Perth,o3,68,5,35,23,536.29
18/6/2025,AU,Perth,pm10,85,1,8,3,22.85
18/6/2025,AU,Perth,pm2.5,66,2,15,4,71.77
18/6/2025,AU,Sydney,co,93,0.3,11.5,3.2,61.74
18/6/2025,AU,Sydney,no2,116,0.5,31.5,12.8,581.09
18/6/2025,AU,Sydney,o3,139,0.1,21.6,4.4,447.35
18/6/2025,AU,Sydney,pm10,142,5,39,12,464.3
18/6/2025,AU,Sydney,pm2.5,140,1,88,23,2938.62
18/6/2025,AU,Sydney,so2,67,0.1,2.4,0.6,3.44
18/6/2025,AU,Wollongong,co,23,0.4,6.8,0.9,42.74
18/6/2025,AU,Wollongong,no2,46,1.6,27.4,5.4,501.98
18/6/2025,AU,Wollongong,o3,47,0.4,25,8.3,718.21
18/6/2025,AU,Wollongong,pm10,47,4,55,11,813.76
18/6/2025,AU,Wollongong,pm2.5,41,1,52,17,2168.99
18/6/2025,AU,Wollongong,so2,12,0.1,4.5,0.7,14.15
19/6/2025,AU,Adelaide,co,24,1.6,5,2,12.46
19/6/2025,AU,Adelaide,no2,71,1,15.1,4.6,142.56
19/6/2025,AU,Adelaide,o3,47,0.5,11,6.5,90.44
19/6/2025,AU,Adelaide,pm10,96,3,60,13,833.65
19/6/2025,AU,Adelaide,pm2.5,69,1,129,21,3356.21
19/6/2025,AU,Adelaide,so2,5,0.6,0.6,0.6,0
19/6/2025,AU,Brisbane,co,24,4.2,5.8,4.7,1.51
19/6/2025,AU,Brisbane,no2,137,1.4,18.8,6.4,117.56
19/6/2025,AU,Brisbane,o3,68,0.5,13.5,5.3,133.12
19/6/2025,AU,Brisbane,pm10,216,7,52,14,531.27
19/6/2025,AU,Brisbane,pm2.5,216,4,56,23,763.15
19/6/2025,AU,Brisbane,so2,22,0.6,3.1,1.1,4.2
19/6/2025,AU,Canberra,co,44,0.9,14.2,6.5,177.85
19/6/2025,AU,Canberra,no2,44,0.5,10.1,3.7,59.59
19/6/2025,AU,Canberra,o3,49,0.5,11.4,1.7,110.08
19/6/2025,AU,Darwin,co,72,1.4,7.7,2.4,28.52
19/6/2025,AU,Darwin,no2,72,0.2,6.3,1.7,15.14
19/6/2025,AU,Darwin,o3,70,1.4,16.7,8.4,112.34
19/6/2025,AU,Darwin,pm10,68,3,58,15,2190.89
19/6/2025,AU,Darwin,pm2.5,68,8,152,47,14924.7
19/6/2025,AU,Darwin,so2,62,0.1,0.7,0.2,0.29
19/6/2025,AU,Hobart,pm10,72,1,20,3,133.79
19/6/2025,AU,Hobart,pm2.5,55,5,34,9,523.79
19/6/2025,AU,Launceston,pm10,166,2,78,11,1542.58
19/6/2025,AU,Launceston,pm2.5,159,5,178,34,12421.1
19/6/2025,AU,Melbourne,co,69,1.4,3.9,1.7,5.97
19/6/2025,AU,Melbourne,no2,112,6.5,23.2,13,205.15
19/6/2025,AU,Melbourne,o3,115,0.8,17.6,8.8,236.21
19/6/2025,AU,Melbourne,pm10,120,9,58,14,671.83
19/6/2025,AU,Melbourne,pm2.5,161,2,53,21,1200.32
19/6/2025,AU,Melbourne,so2,63,0.2,1.2,0.5,0.59
19/6/2025,AU,Newcastle,co,23,2,10.7,3.4,99.01
19/6/2025,AU,Newcastle,no2,136,4.8,26,14.9,217.61
19/6/2025,AU,Newcastle,o3,87,0.1,16.2,0.8,161.95
19/6/2025,AU,Newcastle,pm10,144,6,71,23,898.88
19/6/2025,AU,Newcastle,pm2.5,140,3,78,41,3014.23
19/6/2025,AU,Newcastle,so2,114,0.6,20.1,2.9,87.59
19/6/2025,AU,Perth,no2,32,1.2,14.5,5.6,170.33
19/6/2025,AU,Perth,o3,65,4,36,20,1050.85
19/6/2025,AU,Perth,pm10,87,1,9,3,24.35
19/6/2025,AU,Perth,pm2.5,74,2,16,4,75.88
19/6/2025,AU,Perth,so2,4,5.8,8.6,5.8,19.6
19/6/2025,AU,Sydney,co,86,0.2,10.8,3.4,38.49
19/6/2025,AU,Sydney,no2,134,1.8,25,15.7,323.04
19/6/2025,AU,Sydney,o3,121,0.1,22,1.7,311.02
19/6/2025,AU,Sydney,pm10,137,8,39,16,332.84
19/6/2025,AU,Sydney,pm2.5,137,5,96,36,3539.84
19/6/2025,AU,Sydney,so2,67,0.3,9.4,1.5,21.68
19/6/2025,AU,Wollongong,co,17,0.2,6,3.5,36.88
19/6/2025,AU,Wollongong,no2,46,4.8,27.9,13.2,428.63
19/6/2025,AU,Wollongong,o3,44,0.1,19,0.6,344.46
19/6/2025,AU,Wollongong,pm10,48,7,75,17,1850.57
19/6/2025,AU,Wollongong,pm2.5,44,6,59,34,2012.92
19/6/2025,AU,Wollongong,so2,23,0.6,15.6,3.3,155.45
20/6/2025,AU,Adelaide,co,24,1.5,5.7,2.3,14.04
20/6/2025,AU,Adelaide,no2,72,1,16,5.1,137.72
20/6/2025,AU,Adelaide,o3,48,0.5,11,4.9,100.57
20/6/2025,AU,Adelaide,pm10,93,7,68,15,1389.1
20/6/2025,AU,Adelaide,pm2.5,69,9,117,25,4515.34
20/6/2025,AU,Adelaide,so2,2,0.6,0.6,0.6,0
20/6/2025,AU,Brisbane,co,24,4.2,7.2,5,7.01
20/6/2025,AU,Brisbane,no2,139,1,17.4,7.8,124.93
20/6/2025,AU,Brisbane,o3,68,0.5,13,4.9,142.02
20/6/2025,AU,Brisbane,pm10,216,2,44,13,349.89
20/6/2025,AU,Brisbane,pm2.5,215,1,55,20,830
20/6/2025,AU,Brisbane,so2,26,0.6,4.1,0.6,4.79
20/6/2025,AU,Canberra,co,45,1.2,13.1,7.3,134.64
20/6/2025,AU,Canberra,no2,46,1,10.6,3.7,62.07
20/6/2025,AU,Canberra,o3,45,0.5,9,1.7,63.47
20/6/2025,AU,Darwin,co,70,1.5,10.4,2.5,15.49
20/6/2025,AU,Darwin,no2,70,0.4,9.9,2.1,45.09
20/6/2025,AU,Darwin,o3,69,3.2,19.1,9.6,171.19
20/6/2025,AU,Darwin,pm10,72,7,88,18,4110.98
20/6/2025,AU,Darwin,pm2.5,72,24,161,62,9805.13
20/6/2025,AU,Darwin,so2,64,0.1,1,0.3,0.43
20/6/2025,AU,Hobart,pm10,67,1,26,4,119.17
20/6/2025,AU,Hobart,pm2.5,51,5,25,5,226.38
20/6/2025,AU,Launceston,pm10,160,3,53,9,635.2
20/6/2025,AU,Launceston,pm2.5,155,5,152,21,6303.19
20/6/2025,AU,Melbourne,co,69,1.4,10.4,2.8,46.43
20/6/2025,AU,Melbourne,no2,115,4.7,29.7,13,498.26
20/6/2025,AU,Melbourne,o3,103,0.8,17.6,8,296.39
20/6/2025,AU,Melbourne,pm10,120,9,48,16,704.44
20/6/2025,AU,Melbourne,pm2.5,148,4,82,28,2554.71
20/6/2025,AU,Melbourne,so2,65,0.3,1.3,1,0.57
20/6/2025,AU,Newcastle,co,24,2.1,14.3,3.5,153.75
20/6/2025,AU,Newcastle,no2,144,4.7,28.3,14.8,255.02
20/6/2025,AU,Newcastle,o3,88,0.1,13.8,1.1,117.16
20/6/2025,AU,Newcastle,pm10,144,5,70,23,1650.63
20/6/2025,AU,Newcastle,pm2.5,142,10,144,44,8466.31
20/6/2025,AU,Newcastle,so2,120,0.4,18.2,3.8,112.84
20/6/2025,AU,Perth,no2,12,1.2,11.2,3.4,102.73
20/6/2025,AU,Perth,o3,68,11,39,26,405.24
20/6/2025,AU,Perth,pm10,86,1,11,3,36.39
20/6/2025,AU,Perth,pm2.5,57,2,12,4,43.76
20/6/2025,AU,Perth,so2,5,2.9,11.5,5.8,98.33
20/6/2025,AU,Sydney,co,93,0.1,11.2,3.5,59.24
20/6/2025,AU,Sydney,no2,140,2.6,29.7,14.8,394.97
20/6/2025,AU,Sydney,o3,117,0.1,24.6,1.4,363.96
20/6/2025,AU,Sydney,pm10,140,5,34,17,299.62
20/6/2025,AU,Sydney,pm2.5,139,9,85,39,2842.23
20/6/2025,AU,Sydney,so2,70,0.4,4.2,1.3,9.25
20/6/2025,AU,Wollongong,co,22,0.1,5.2,3,29.01
20/6/2025,AU,Wollongong,no2,48,4.1,29.5,12.6,485.98
20/6/2025,AU,Wollongong,o3,42,0.1,22.5,0.7,484.75
20/6/2025,AU,Wollongong,pm10,48,7,81,18,2130.17
20/6/2025,AU,Wollongong,pm2.5,46,9,61,33,1600.16
20/6/2025,AU,Wollongong,so2,24,0.9,17.7,2.3,198.77
21/6/2025,AU,Adelaide,co,21,1.4,3.8,1.8,3.29
21/6/2025,AU,Adelaide,no2,69,1,11.9,2.8,65.73
21/6/2025,AU,Adelaide,o3,48,1.3,10.6,7,58.66
21/6/2025,AU,Adelaide,pm10,96,6,30,11,264.98
21/6/2025,AU,Adelaide,pm2.5,65,1,55,17,1055.95
21/6/2025,AU,Brisbane,co,24,4.2,5.4,4.6,0.79
21/6/2025,AU,Brisbane,no2,136,0.5,11.5,5.1,58.39
21/6/2025,AU,Brisbane,o3,68,0.5,12.2,5.7,128.34
21/6/2025,AU,Brisbane,pm10,216,2,24,9,121.79
21/6/2025,AU,Brisbane,pm2.5,215,2,40,19,705.55
21/6/2025,AU,Brisbane,so2,19,0.6,5.6,1.1,12.3
21/6/2025,AU,Canberra,co,38,1.1,15.1,7.4,235.42
21/6/2025,AU,Canberra,no2,39,0.5,10.1,3.7,74.08
21/6/2025,AU,Canberra,o3,47,0.5,11.4,2.5,109.58
